token_index,token,clean_token,raw_gradient_score,normalized_gradient_score,pos,sentiment_category,meaningful_token,prediction,negative_probability,positive_probability
0,This,This,0.024739624932408333,0.049289712844308796,PRON,other,True,negative,0.9512186646461487,0.048781365156173706
1, movie,movie,0.1504058837890625,0.49461893148751296,NOUN,other,True,negative,0.9512186646461487,0.048781365156173706
2, was,was,0.06020437926054001,0.17496777056651328,AUX,other,True,negative,0.9512186646461487,0.048781365156173706
3, so,so,0.016604475677013397,0.02046081561754108,ADV,other,True,negative,0.9512186646461487,0.048781365156173706
4, fr,fr,0.03826160356402397,0.09720816154577293,UNKNOWN,other,True,negative,0.9512186646461487,0.048781365156173706
5,ustr,ustr,0.021523484960198402,0.03789253181972555,UNKNOWN,other,True,negative,0.9512186646461487,0.048781365156173706
6,ating,ating,0.04276876524090767,0.11318039471422241,UNKNOWN,other,True,negative,0.9512186646461487,0.048781365156173706
7,.,.,0.029095100238919258,0.06472440814530267,PUNCT,other,False,negative,0.9512186646461487,0.048781365156173706
8, Everything,Everything,0.019944434985518456,0.03229678083755523,PRON,other,True,negative,0.9512186646461487,0.048781365156173706
9, seemed,seemed,0.13075333833694458,0.42497531521240084,VERB,other,True,negative,0.9512186646461487,0.048781365156173706
10, ener,ener,0.08886206895112991,0.2765233247315129,UNKNOWN,other,True,negative,0.9512186646461487,0.048781365156173706
11,get,get,0.01678217574954033,0.02109053942066255,UNKNOWN,other,True,negative,0.9512186646461487,0.048781365156173706
12,ic,ic,0.03916054591536522,0.10039378431015177,UNKNOWN,other,True,negative,0.9512186646461487,0.048781365156173706
13, and,and,0.05012749508023262,0.13925785925696102,CCONJ,other,True,negative,0.9512186646461487,0.048781365156173706
14, I,I,0.02307194285094738,0.04337987224716466,PRON,other,True,negative,0.9512186646461487,0.048781365156173706
15, was,was,0.03039606288075447,0.06933468843886452,AUX,other,True,negative,0.9512186646461487,0.048781365156173706
16, totally,totally,0.020879805088043213,0.03561149427527056,ADV,other,True,negative,0.9512186646461487,0.048781365156173706
17, prep,prep,0.2691098749637604,0.915275646508825,UNKNOWN,other,True,negative,0.9512186646461487,0.048781365156173706
18,ared,ared,0.10154148191213608,0.321455935267968,UNKNOWN,other,True,negative,0.9512186646461487,0.048781365156173706
19, to,to,0.02405746467411518,0.046872310610972155,PART,other,True,negative,0.9512186646461487,0.048781365156173706
20, have,have,0.029593152925372124,0.06648938002971443,VERB,other,True,negative,0.9512186646461487,0.048781365156173706
21, a,a,0.12177997082471848,0.39317598594792214,DET,other,True,negative,0.9512186646461487,0.048781365156173706
22, good,good,0.028002336621284485,0.06085193217259055,ADJ,positive_sentiment,True,negative,0.9512186646461487,0.048781365156173706
23, time,time,0.03250138461589813,0.07679541251734245,NOUN,other,True,negative,0.9512186646461487,0.048781365156173706
24,.,.,0.0182842668145895,0.026413567625809643,PUNCT,other,False,negative,0.9512186646461487,0.048781365156173706
25, I,I,0.02866675890982151,0.06320647555834406,PRON,other,True,negative,0.9512186646461487,0.048781365156173706
26, at,at,0.04137864336371422,0.10825415679625001,ADP,other,True,negative,0.9512186646461487,0.048781365156173706
27, least,least,0.15137797594070435,0.4980637785154941,ADJ,other,True,negative,0.9512186646461487,0.048781365156173706
28, thought,thought,0.07340959459543228,0.22176369081278108,VERB,other,True,negative,0.9512186646461487,0.048781365156173706
29, I'd,I'd,0.017612235620617867,0.024032060216914577,UNKNOWN,other,True,negative,0.9512186646461487,0.048781365156173706
30, be,be,0.022231003269553185,0.040399796528227234,AUX,other,True,negative,0.9512186646461487,0.048781365156173706
31, able,able,0.025206664577126503,0.050944782406735965,ADJ,other,True,negative,0.9512186646461487,0.048781365156173706
32, to,to,0.018228525295853615,0.026216033878800008,PART,other,True,negative,0.9512186646461487,0.048781365156173706
33, stand,stand,0.0755189061164856,0.22923855367646567,VERB,other,True,negative,0.9512186646461487,0.048781365156173706
34, it,it,0.02834676392376423,0.06207249481914513,PRON,other,True,negative,0.9512186646461487,0.048781365156173706
35,.,.,0.01658257655799389,0.020383210716665847,PUNCT,other,False,negative,0.9512186646461487,0.048781365156173706
36, But,But,0.02905699796974659,0.06458938340665303,CCONJ,other,True,negative,0.9512186646461487,0.048781365156173706
37,",",",",0.023050159215927124,0.043302676592173094,PUNCT,other,False,negative,0.9512186646461487,0.048781365156173706
38, I,I,0.02754807658493519,0.0592421502877091,PRON,other,True,negative,0.9512186646461487,0.048781365156173706
39, was,was,0.06501666456460953,0.19202128416552955,AUX,other,True,negative,0.9512186646461487,0.048781365156173706
40, wrong,wrong,0.03849177807569504,0.0980238413978403,ADJ,negative_sentiment,True,negative,0.9512186646461487,0.048781365156173706
41,.,.,0.010830692946910858,0.0,PUNCT,other,False,negative,0.9512186646461487,0.048781365156173706
42, First,First,0.017431030049920082,0.023389913821001817,ADV,other,True,negative,0.9512186646461487,0.048781365156173706
43,",",",",0.053198955953121185,0.15014233439819114,PUNCT,other,False,negative,0.9512186646461487,0.048781365156173706
44, the,the,0.024784153327345848,0.04944751013616244,DET,other,True,negative,0.9512186646461487,0.048781365156173706
45, weird,weird,0.042283300310373306,0.11146003063113029,ADJ,negative_sentiment,True,negative,0.9512186646461487,0.048781365156173706
46, l,l,0.03411635756492615,0.08251846537229322,UNKNOWN,other,True,negative,0.9512186646461487,0.048781365156173706
47,oop,oop,0.24579784274101257,0.8326637410602546,UNKNOWN,other,True,negative,0.9512186646461487,0.048781365156173706
48,ing,ing,0.026144271716475487,0.05426742333326231,UNKNOWN,other,True,negative,0.9512186646461487,0.048781365156173706
49,?,?,0.01285716611891985,0.007181304850664725,PUNCT,other,False,negative,0.9512186646461487,0.048781365156173706
50, It,It,0.03669087961316109,0.09164191587166694,PRON,other,True,negative,0.9512186646461487,0.048781365156173706
51, was,was,0.01959190145134926,0.0310474917702633,AUX,other,True,negative,0.9512186646461487,0.048781365156173706
52, like,like,0.0199405699968338,0.03228308430193253,ADP,positive_sentiment,True,negative,0.9512186646461487,0.048781365156173706
53, watching,watching,0.039373308420181274,0.10114776044414638,VERB,other,True,negative,0.9512186646461487,0.048781365156173706
54," ""","""",0.020183971151709557,0.03314563600915982,PUNCT,other,False,negative,0.9512186646461487,0.048781365156173706
55,Americ,Americ,0.07042378187179565,0.21118273090095005,UNKNOWN,other,True,negative,0.9512186646461487,0.048781365156173706
56,a's,a's,0.05389475077390671,0.15260805404876063,UNKNOWN,other,True,negative,0.9512186646461487,0.048781365156173706
57, F,F,0.03259663283824921,0.07713294796100631,UNKNOWN,other,True,negative,0.9512186646461487,0.048781365156173706
58,un,un,0.061609093099832535,0.1799457186821089,UNKNOWN,other,True,negative,0.9512186646461487,0.048781365156173706
59,n,n,0.027115710079669952,0.0577099535014827,UNKNOWN,other,True,negative,0.9512186646461487,0.048781365156173706
60,iest,iest,0.05042976513504982,0.14032902735375724,UNKNOWN,other,True,negative,0.9512186646461487,0.048781365156173706
61, H,H,0.239606574177742,0.8107234619688196,UNKNOWN,other,True,negative,0.9512186646461487,0.048781365156173706
62,ome,ome,0.13911034166812897,0.4545904067853918,UNKNOWN,other,True,negative,0.9512186646461487,0.048781365156173706
63, V,V,0.042481500655412674,0.11216240217934258,UNKNOWN,other,True,negative,0.9512186646461487,0.048781365156173706
64,ide,ide,0.039596423506736755,0.10193842349138964,UNKNOWN,other,True,negative,0.9512186646461487,0.048781365156173706
65,os,os,0.17356766760349274,0.5766983948399533,UNKNOWN,other,True,negative,0.9512186646461487,0.048781365156173706
66,"""","""",0.0320005863904953,0.07502071114208354,PUNCT,other,False,negative,0.9512186646461487,0.048781365156173706
67,.,.,0.031425636261701584,0.07298323430507052,PUNCT,other,False,negative,0.9512186646461487,0.048781365156173706
68, The,The,0.03432375192642212,0.0832534181734374,DET,other,True,negative,0.9512186646461487,0.048781365156173706
69, damn,damn,0.07737860828638077,0.2358288645663059,ADJ,negative_sentiment,True,negative,0.9512186646461487,0.048781365156173706
70, parents,parents,0.0467810295522213,0.1273988376519203,NOUN,other,True,negative,0.9512186646461487,0.048781365156173706
71,.,.,0.02702842466533184,0.057400636221571634,PUNCT,other,False,negative,0.9512186646461487,0.048781365156173706
72, I,I,0.03740321099758148,0.09416623689248142,PRON,other,True,negative,0.9512186646461487,0.048781365156173706
73, hated,hated,0.0806271880865097,0.247341004079759,VERB,negative_sentiment,True,negative,0.9512186646461487,0.048781365156173706
